model,directional_accuracy,returns_rmse,returns_r2,price_rmse
Ridge,0.5079365079365079,0.0287231743643768,-0.16391663536802636,56.925782869421084
Lasso,0.5,0.027906070080397232,-0.09863736962094816,55.511415383631935
ElasticNet,0.5079365079365079,0.028201652410629517,-0.12203425864182726,55.99738688653076
SVR,0.4523809523809524,0.04679493830046035,-2.089262155251344,88.87396884991058
RandomForest,0.4523809523809524,0.03119616018819579,-0.3729644416830271,61.10753395207164
GradientBoosting,0.5158730158730159,0.04083568401142179,-1.352538152167711,81.13059661023212
